Open,High,Low,Close,H-L,O-C,3day MA,10day MA,30day MA,Std_dev,RSI,Williams %R,Price_Rise,y_pred,Tomorrows Returns,Strategy Returns,Cumulative Market Returns,Cumulative Strategy Returns
177.62,179.59,176.02,176.59,3.569999999999993,-1.0300000000000011,179.9966666666664,190.7730000000003,226.603,7.612816167499803,31.53463459988151,-85.50724637681158,0,True,-0.0015868521323642196,-0.0015868521323642196,0.0015868521323642196,-0.0015868521323642196
178.94,181.73,174.2,176.31,7.530000000000001,-2.6299999999999955,175.53333333333308,188.59600000000032,222.485,6.5891099550809376,31.3831066568369,-86.33540372670807,1,True,0.018599698950134972,0.018599698950134972,0.020186551082499192,0.017012846817770752
171.6,179.8,170.82,179.62,8.980000000000018,8.02000000000001,175.25999999999974,186.58400000000032,218.05533333333335,2.4124531083830747,35.50461380380275,-56.153462879920205,0,False,-0.07284969582604858,0.07284969582604858,0.09303624690854778,0.08986254264381933
161.75,167.0,160.84,167.0,6.159999999999997,5.25,177.5066666666664,184.72800000000032,213.9306666666667,4.814846830393204,28.231200907724524,-78.87517146776406,0,False,-0.03559615209360856,0.03559615209360856,0.12863239900215634,0.12545869473742788
162.7,164.95,160.34,161.16,4.609999999999985,-1.539999999999992,174.30999999999972,182.72200000000032,209.51700000000002,7.747930691490966,25.510513398732808,-96.166432912576,1,True,0.017773599083964288,0.017773599083964288,0.14640599808612062,0.14323229382139216
164.17,165.54,157.0,164.05,8.539999999999992,-0.11999999999997613,169.2599999999997,179.38100000000034,204.59133333333335,7.9720869287877205,29.30352845690028,-71.49211484027491,0,True,-0.0017082549453347113,-0.0017082549453347113,0.14811425303145534,0.14152403887605744
166.9,166.92,163.14,163.77,3.780000000000001,-3.1299999999999955,164.0699999999997,175.28500000000034,200.76433333333338,7.287547598482515,29.141788064551456,-72.6243429033562,0,True,-0.0023842285480528266,-0.0023842285480528266,0.15049848157950815,0.13913981032800463
164.43,166.36,162.4,163.38,3.960000000000008,-1.0500000000000114,162.99333333333303,172.84900000000033,197.1173333333334,2.0870721118707096,28.891906695384428,-74.20137484836232,1,True,0.013013257523564482,0.013013257523564482,0.16351173910307262,0.1521530678515691
163.2,166.5,159.2,165.52,7.300000000000011,2.3200000000000216,163.73333333333304,170.18900000000036,193.29766666666671,1.574557080625697,32.4665937334805,-62.631578947368396,0,False,-0.014667213611348635,0.014667213611348635,0.17817895271442125,0.16682028146291772
164.1,165.2,162.36,163.11,2.839999999999975,-0.9899999999999807,164.22333333333304,169.02800000000033,189.67100000000008,0.9402818727107682,30.522593905428323,-38.899999999999864,0,True,-0.009300673738944077,-0.009300673738944077,0.18747962645336533,0.15751960772397364
163.03,164.41,161.22,161.6,3.1899999999999977,-1.4300000000000068,164.00333333333302,168.05100000000033,187.0503333333334,1.4077393225127175,29.28653296118861,-53.62903225806452,1,True,0.006968239585527937,0.006968239585527937,0.19444786603889327,0.16448784730950158
165.56,166.94,160.78,162.73,6.159999999999997,-2.8300000000000125,163.4099999999997,166.55200000000033,184.97266666666673,1.4300944025303375,31.617922042081425,-42.35412474849104,0,True,-0.017981635291960705,-0.017981635291960705,0.21242950133085398,0.14650621201754088
158.07,161.01,157.31,159.83,3.6999999999999886,1.7600000000000193,162.4799999999997,165.19400000000036,183.19833333333338,2.089705720944626,28.869843542619968,-73.83177570093446,1,True,0.005241821674681426,0.005241821674681426,0.2176713230055354,0.1517480336922223
156.0,160.67,152.8,160.67,7.869999999999976,4.6699999999999875,161.3866666666664,163.21500000000032,181.79700000000005,1.3742343323279098,30.828932245511098,-44.342291371994456,0,False,-0.015555729844755586,0.015555729844755586,0.233227052850291,0.1673037635369779
164.17,165.2,152.66,158.19,12.539999999999992,-5.97999999999999,161.07666666666637,162.58200000000033,180.7543333333334,1.7279120348411434,28.24507788924762,-61.27450980392157,1,True,0.023058477797176808,0.023058477797176808,0.2562855306474678,0.19036224133415472
165.4,168.66,161.6,161.88,7.060000000000002,-3.5200000000000102,159.56333333333305,162.28500000000034,179.45400000000006,1.7722302333920539,37.073272558873484,-42.37500000000001,1,True,0.0023446669592540547,0.0023446669592540547,0.25863019760672185,0.19270690829340878
158.1,164.8,157.0,162.26,7.800000000000011,4.159999999999997,160.24666666666636,162.06800000000032,178.4443333333334,1.6427203049055163,37.957610930584615,-40.000000000000036,1,False,0.00993446571175144,-0.00993446571175144,0.2685646633184733,0.18277244258165734
158.75,164.8,157.4,163.88,7.400000000000006,5.1299999999999955,160.7766666666664,161.91700000000031,177.1743333333334,2.118638713926647,41.87528329180654,-29.875000000000007,0,False,-0.049214344919512334,0.049214344919512334,0.3177790082379856,0.2319867875011697
155.44,159.28,154.47,156.01,4.810000000000002,0.5699999999999932,162.67333333333303,161.96700000000033,176.0083333333334,3.2367777186808673,31.131598449096444,-79.06250000000003,1,True,0.003263689583053885,0.003263689583053885,0.3210426978210395,0.23525047708422359
155.3,157.96,152.22,156.52,5.740000000000009,1.2199999999999989,160.71666666666636,161.01600000000033,174.5360000000001,3.593967167372145,32.3960881460353,-73.84428223844274,0,True,-0.01857159386450779,-0.01857159386450779,0.3396142916855473,0.2166788832197158
157.96,159.78,152.44,153.64,7.340000000000003,-4.320000000000022,158.80333333333303,160.35700000000034,173.06033333333343,4.382204924481435,29.011957235712803,-91.36253041362536,0,True,-0.009153980489809881,-0.009153980489809881,0.34876827217535716,0.2075249027299059
140.2,152.4,139.6,152.24,12.800000000000011,12.04000000000002,155.38999999999967,159.56100000000032,171.5696666666668,4.5006466202257815,27.444150774970943,-56.50378527185129,0,False,-0.08196037987912977,0.08196037987912977,0.43072865205448696,0.28948528260903567
151.0,154.55,136.61,140.26,17.939999999999998,-10.740000000000009,154.133333333333,158.51200000000034,170.09666666666678,6.647020385116238,18.052611742010345,-87.0521461511175,1,True,0.1087910995876037,0.1087910995876037,0.5395197516420907,0.39827638219663936
171.04,173.96,152.7,156.38,21.26000000000002,-14.659999999999997,148.71333333333303,156.55500000000035,168.1660000000001,6.708302318780126,46.01697479571579,-47.068273092369516,1,True,0.023509677306300956,0.023509677306300956,0.5630294289483916,0.4217860595029403
158.03,160.64,156.63,160.1,4.009999999999991,2.069999999999993,149.62666666666635,156.12600000000035,167.14333333333343,7.4832533032198345,50.41028484313822,-37.1084337349398,0,False,-0.04001553237376128,0.04001553237376128,0.6030449613221529,0.46180159187670156
159.13,161.0,151.34,153.82,9.659999999999997,-5.310000000000002,152.24666666666636,156.31700000000032,165.99433333333346,7.490393848133125,43.661810492932055,-53.922356091030835,1,True,0.037827005628736414,0.037827005628736414,0.6408719669508893,0.499628597505438
147.52,159.9,147.0,159.75,12.900000000000006,12.22999999999999,156.76666666666634,155.51100000000034,164.2880000000001,8.13538075323768,50.67620949977689,-38.04551539491301,0,False,-0.09666947568548548,0.09666947568548548,0.7375414426363748,0.5962980731909234
142.16,146.15,139.64,145.03,6.510000000000019,2.8700000000000045,157.88999999999967,155.26000000000033,163.3420000000001,6.149571529801868,37.60225186203644,-77.45649263721556,0,False,-0.027259166146243106,0.027259166146243106,0.7648006087826179,0.6235572393371666
145.52,146.8,140.63,141.13,6.170000000000016,-4.390000000000015,152.86666666666633,153.3750000000003,161.84366666666676,8.598210860414547,34.91720572992574,-87.89825970548867,1,True,0.03679775279258098,0.03679775279258098,0.8015983615751989,0.6603549921297476
140.8,146.8,137.74,146.42,9.060000000000002,5.619999999999976,148.63666666666634,151.88700000000034,160.64366666666677,7.46466007264575,41.31205600198546,-76.03533959138603,0,False,-0.06401960102596622,0.06401960102596622,0.8656179626011652,0.7243745931557138
146.02,150.67,134.76,137.34,15.909999999999997,-8.680000000000007,144.19333333333302,150.87700000000035,159.76166666666677,8.498095669039785,34.723753224197154,-90.16768292682923,1,True,0.08329714345261803,0.08329714345261803,0.9489151060537833,0.8076717366083319
146.54,153.11,142.44,149.27,10.670000000000016,2.730000000000018,141.62999999999968,149.24700000000036,158.45333333333343,4.667747850961279,47.175708192702665,-44.702743902438975,1,False,0.010065074138407395,-0.010065074138407395,0.9589801801921907,0.7976066624699245
154.46,154.99,149.53,150.78,5.460000000000008,-3.680000000000007,144.34333333333302,148.95000000000033,157.5520000000001,5.641575134672342,48.57260998931967,-36.27684964200478,0,False,-0.01160709449022289,0.01160709449022289,0.9705872746824136,0.8092137569601474
143.39,151.89,141.34,149.04,10.549999999999983,5.650000000000006,145.79666666666637,150.00200000000035,156.59066666666678,5.392828571367042,46.962669612180385,-29.411764705882412,0,False,-0.02081360515084631,0.02081360515084631,0.9914008798332599,0.8300273621109937
148.4,150.63,142.0,145.97,8.629999999999995,-2.430000000000007,149.69666666666635,149.26800000000034,155.9920000000001,5.399708325470249,44.06371690630746,-44.587246663371246,0,False,-0.02771491853124686,0.02771491853124686,1.0191157983645067,0.8577422806422406
139.79,148.38,138.49,141.98,9.889999999999986,2.1899999999999977,148.59666666666635,147.85500000000036,155.4856666666668,3.5011383863184387,40.41594145673073,-64.31043005437473,0,False,-0.08669128070193408,0.08669128070193408,1.1058070790664407,0.9444335613441747
118.03,130.4,116.11,130.19,14.290000000000006,12.159999999999997,145.66333333333304,146.67100000000036,154.75000000000009,8.203887493143336,31.693932501700868,-63.78600823045269,0,False,-0.12754711762866655,0.12754711762866655,1.2333541966951072,1.0719806789728412
112.42,115.04,111.42,114.6,3.6200000000000045,2.1799999999999926,139.37999999999974,143.71500000000037,153.63066666666674,14.109263977974045,23.99179318325053,-92.70140004590316,0,False,-0.043060536581414066,0.043060536581414066,1.2764147332765212,1.1150412155542553
110.84,111.44,106.67,109.77,4.769999999999996,-1.0700000000000074,128.92333333333306,140.67200000000037,152.00466666666674,16.076304612695004,22.118346107453142,-93.58443708609273,0,True,-0.006214038089559666,-0.006214038089559666,1.2826287713660809,1.1088271774646956
109.0,113.0,106.47,109.09,6.530000000000001,0.09000000000000341,118.18666666666638,137.53600000000037,150.14633333333342,14.434837373526639,21.848132420231718,-94.2316160281814,0,True,-0.055019997768523246,-0.055019997768523246,1.3376487691346042,1.0538071796961723
102.24,104.2,99.59,103.25,4.609999999999999,1.0100000000000051,111.15333333333307,133.80300000000037,148.34566666666674,10.223962050015828,19.541544387703276,-92.82915360501568,0,True,-0.07280504037330585,-0.07280504037330585,1.41045380950791,0.9810021393228665
101.9,103.1,93.68,96.0,9.419999999999987,-5.900000000000006,107.36999999999973,130.39400000000037,146.40066666666675,7.138183942724251,17.03046772150147,-95.75868372943327,0,True,-0.05469820733715721,-0.05469820733715721,1.4651520168450671,0.9263039319857093
96.21,98.85,89.28,90.89,9.569999999999993,-5.319999999999993,102.77999999999975,125.06700000000038,144.17633333333342,8.237651364325147,15.455671436044241,-96.08463035019454,1,True,0.057922171442093905,0.057922171442093905,1.523074188287161,0.9842261034278031
100.8,102.79,95.02,96.31,7.77000000000001,-4.489999999999995,96.71333333333307,119.07800000000039,141.87833333333344,7.103176754112818,23.857186931108558,-72.70962732919254,1,True,0.08448161631416877,0.08448161631416877,1.6075558046013299,1.0687077197419719
100.25,108.59,99.4,104.8,9.189999999999998,4.549999999999997,94.39999999999974,113.80500000000038,139.73300000000012,5.720537562167472,35.204186229224256,-34.569983136593606,0,False,-0.042592804481694085,0.042592804481694085,1.650148609083024,1.111300524223666
